ID,Schenk_Jackson_2002,latitude,longitude,Elevation,MaxDiameter,Measurement,Totmass,Sampdepth,Sampmax,Texture,Depth_org_horizon,Broadleaved_trees,Needleleaved_trees,Shrubs,Semi_shrubs,Grasses,Forbs,Succulents,Tree_phenology,Anthropogenic,Wetland,Vegetation,UMD_cover,PET,MAP,Rainfall_season,D50,D95,D50_extrapolated,D95_extrapolated
TU12f,YES,65.43,-145.5,750-105,0.25,mass,-999,0.25,no,medium,40,0,0,0,1,1,0,0,-999,N,N,Tundra,7,419,235,summer maximum,0.15,0.24,0.15,0.24
TU12g,YES,65.43,-145.5,750-105,0.25,mass,-999,0.57,no,medium,57,0,0,0,1,1,1,0,-999,N,N,Tundra,7,419,235,summer maximum,0.1,0.43,0.1,0.43
TU12h,YES,65.43,-145.5,750-105,0.25,mass,-999,0.45,no,medium,45,0,0,0,1,1,1,0,-999,N,N,Tundra,7,419,235,summer maximum,0.15,0.36,0.15,0.36
WB01a,YES,33,-92.68,-999,3,mass,0.81,0.9,no,medium,-999,1,1,1,0,0,1,0,winter-deciduous,N,N,Mixed forest / tempe,5,1075,1300,"non-tropical,",0.15,0.74,0.19,1.34
WB01b,YES,33,-92.68,-999,3,mass,1.01,0.9,no,medium,-999,1,1,1,0,0,1,0,winter-deciduous,N,N,Mixed forest / tempe,5,1075,1300,"non-tropical,",0.13,0.7,0.16,1.22
WB02,YES,36.02,-84.27,-999,Total,mass,1.64,0.6,no,medium,0,1,0,0,0,0,0,0,winter-deciduous,N,N,DBL forest / tempera,4,1063,1390,"non-tropical,",0.14,0.46,0.15,0.65
WB04,YES,32.17,130.47,440,Total,mass,6.74,2.4,yes,-999,3,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,1317,2680,summer maximum,0.26,1.62,0.27,1.88
WB05,YES,30.02,120.25,100,Total,mass,3.21,1,no,-999,0,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,741,1800,summer maximum,0.22,0.71,0.23,0.94
WB06,YES,34.93,135.77,65,Total,mass,2.78,0.9,no,-999,0,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,1007,1581,summer maximum,0.17,0.66,0.19,0.96
WB07,YES,29.83,106.43,215,Total,mass,2.88,0.9,no,coarse,0,1,0,0,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,533,1123,summer maximum,0.15,0.62,0.16,0.84
WB08,YES,24.55,101.03,2500,-999,unknown,-999,1.5,no,-999,-999,1,0,1,0,0,0,0,evergreen,N,N,EBL forest / tempera,2,848,1000,"tropical, seas",0.23,1.15,0.27,1.92
WB14,YES,23.45,111.88,400,Total,number,-999,5,no,fine,0,1,0,1,0,0,1,0,evergreen,N,N,EBL forest / tempera,2,736,1744,"tropical, seas",0.73,3.8,0.73,3.8
WB18,YES,35.98,-78.99,-999,Total,number,-999,0.46,no,fine,0,1,0,1,0,0,1,0,winter-deciduous,N,N,DBL forest / tempera,4,991,1190,"non-tropical,",0.11,0.39,0.15,0.74
WC01a,YES,-38,-62.03,300-600,2,mass,0.37,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.1,0.41,0.12,0.73
WC01b,YES,-38,-62.03,300-600,2,mass,0.27,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.15,0.45,0.24,0.87
WC01c,YES,-38,-62.03,300-600,2,mass,0.67,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.1,0.31,0.1,0.36
WC01d,YES,-38,-62.03,300-600,2,mass,0.9,0.5,yes,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.12,0.42,0.14,0.72
WC01e,YES,-38,-62.03,300-600,2,mass,0.65,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.17,0.45,0.23,0.83
WC01f,YES,-38,-62.03,300-600,2,mass,0.29,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.1,0.39,0.11,0.64
WC01g,YES,-38,-62.03,300-600,2,mass,1.04,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.19,0.46,0.31,0.89
WC01h,YES,-38,-62.03,300-600,2,mass,1.41,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.13,0.41,0.15,0.65
WC01i,YES,-38,-62.03,300-600,2,mass,0.26,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.13,0.44,0.18,0.8
WC01j,YES,-38,-62.03,300-600,2,mass,5.58,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.05,0.3,0.05,0.4
WC01k,YES,-38,-62.03,300-600,2,mass,0.42,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.13,0.43,0.17,0.78
WC01l,YES,-38,-62.03,300-600,2,mass,1.25,0.5,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1038,800,summer maximum,0.15,0.42,0.17,0.67
WC03,YES,35.93,-79.32,-999,Total,mass,1.08,0.7,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,985,1160,"non-tropical,",0.12,0.41,0.13,0.47
WC07,YES,29.67,-82.25,53,Total,mass,0.98,2.45,no,medium,0,0,1,1,0,1,1,0,evergreen,N,N,ENL forest / tempera,1,1307,1330,summer maximum,0.12,1.34,0.12,1.51
WC11a,YES,34.68,-82.82,-999,Total,number,-999,1,no,fine,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.22,0.83,0.27,1.43
WC11b,YES,34.68,-82.82,-999,Total,number,-999,1,no,fine,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.18,0.83,0.23,1.52
WC11c,YES,34.68,-82.82,-999,Total,number,-999,1,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,946,1350,"non-tropical,",0.26,0.86,0.33,1.52
WC13a,YES,-41.38,146.38,-999,Total,length,-999,0.8,no,medium,2,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1109,1100,winter maximum,0.29,0.73,0.44,1.39
WC13b,YES,-42.08,145.28,-999,Total,length,-999,0.8,no,coarse,5,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1108,1300,winter maximum,0.13,0.68,0.2,1.3
WC13c,YES,-41.35,146.5,-999,Total,length,-999,0.8,no,medium,3,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1109,1100,winter maximum,0.14,0.68,0.22,1.31
WC13d,YES,-41.35,146.5,-999,Total,length,-999,0.8,no,medium,2,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1109,1100,winter maximum,0.04,0.61,0.07,1.18
WC13e,YES,-41.23,147.52,-999,Total,length,-999,0.8,no,medium,0,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,1168,1100,winter maximum,0.18,0.7,0.28,1.34
WC19a,YES,-999,-999,-999,Total,mass,4.02,2.4,yes,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.18,0.55,0.18,0.55
WC19b,YES,-999,-999,-999,Total,mass,5.53,2.4,yes,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.16,0.39,0.16,0.39
WC19c,YES,-999,-999,-999,Total,mass,4.43,2.4,no,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.2,0.81,0.2,0.83
WC19d,YES,-999,-999,-999,Total,mass,4.27,2.4,yes,-999,-999,0,1,0,0,0,0,0,evergreen,Y,N,ENL plantation / tem,1,-999,-999,-999,0.17,0.57,0.17,0.57
WC23a,YES,34.02,-93.93,120,Total,number,-999,0.91,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,1162,1270,"non-tropical,",0.21,0.72,0.23,1.1
WC23b,YES,33.22,-91.8,50-60,Total,number,-999,0.91,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,1108,1370,winter maximum,0.2,0.73,0.23,1.19
WC23c,YES,33.22,-93.23,100,Total,number,-999,0.91,no,medium,0,0,1,0,0,0,0,0,evergreen,N,N,ENL forest / tempera,1,1132,1120,"non-tropical,",0.2,0.72,0.22,1.12
